product_id,product_name,category_reclassified,rating,price_whole,per_count_price,mrp,number_of_global_ratings,number_of_reviews,sales_numeric,discount_percentage_cleaned,product_weight_grams,review_text_cleaned,sentiment
456,Haldirams Quinoa Puffs 750g,Savory & Savory_Snacks,3.9,50,4.55,73,46839,3678,25,30,750,Perfect snack for tea time.,positive
457,Haldirams Protein Mix 600g,Health & Wellness,4.9,710,142,958,49653,3853,0,15,600,Perfect snack for tea time.,positive
458,Haldirams Dal Tadka with Rice 100g,Ready-to-Eat,3.6,95,11.88,241,38593,500,100,35,100,Very tasty and well-packed.,positive
459,Haldirams Premium Gift Box 350g,Gift Hampers,4.3,812,50.75,818,39038,6266,100,0,350,Perfect snack for tea time.,positive
460,Haldirams Premium Gift Box 900g,Gift Hampers,4.2,262,52.4,522,13680,146,0,5,900,Crispy and full of flavor.,positive
461,Haldirams Digestive Biscuits 700g,Savory & Savory_Snacks,4.5,1195,74.69,1275,20582,3191,0,30,700,Can try once.,neutral
462,Haldirams Kachori 350g,Savory & Savory_Snacks,4.3,93,7.15,123,21298,5773,0,28,350,Not worth the money.,negative
463,Haldirams Digestive Biscuits 300g,Savory & Savory_Snacks,4.8,63,7,125,22302,473,25,18,300,Excellent quality for the price.,positive
464,Haldirams Sev 700g,Namkeen,4.5,926,51.44,1064,33914,2366,0,25,700,"It's okay, not too bad.",negative
465,Haldirams Chivda 500g,Savory & Savory_Snacks,4.3,570,38,654,24530,5277,50,18,500,Loved the taste and freshness.,positive
466,Haldirams Dal Tadka with Rice 200g,Ready-to-Eat,4.9,1064,96.73,1293,48819,448,0,0,200,Perfect snack for tea time.,positive
467,Haldirams Pav Bhaji Ready Meal 150g,Savory & Savory_Snacks,4,756,44.47,1048,39333,6174,25,7,150,Neither great nor bad.,positive
468,Haldirams Oats Mixture 500g,Namkeen,3.9,1176,69.18,1253,18802,1912,0,35,500,Packaging was fine.,positive
469,Haldirams Choco Chip Cookies 800g,Baked Snacks,4,948,67.71,1010,32902,6882,0,15,800,Excellent quality for the price.,positive
470,Haldirams Navratan Mix 900g,Health & Wellness,3.9,691,86.38,773,24766,1460,25,7,900,Very tasty and well-packed.,positive
471,Haldirams Masala Peanuts 450g,Spicy Snacks,3.6,196,24.5,482,2785,1932,25,15,450,"It's okay, not too bad.",negative
472,Haldirams Dodha Burfi 250g,Sweets & Desserts,4,987,141,1280,29456,2109,0,10,250,Loved the taste and freshness.,positive
473,Haldirams Coconut Burfi 300g,Sweets & Desserts,3.8,735,40.83,988,47598,1897,25,12,300,Excellent quality for the price.,positive
474,Haldirams Sev 500g,Namkeen,4.1,948,72.92,980,42169,1364,100,12,500,Would not recommend to others.,neutral
475,Haldirams Papad 100g,Savory & Savory_Snacks,4,658,36.56,816,36582,3393,10,25,100,Can try once.,neutral
476,Haldirams Kachori 200g,Savory & Savory_Snacks,4.8,884,52,1016,16013,6398,50,30,200,Loved the taste and freshness.,positive
477,Haldirams Rasgulla 400g,Sweets & Desserts,4.4,69,6.9,316,5007,784,0,22,400,Very tasty and well-packed.,positive
478,Haldirams Chana Choor 250g,Roasted Snacks,3.6,351,31.91,445,24667,6483,100,28,250,Packaging was fine.,positive
479,Haldirams Badam Halwa 15kg,Sweets & Desserts,4,1034,68.93,1193,6832,7065,0,25,1500,Crispy and full of flavor.,positive
480,Haldirams Bhujia 600g,Namkeen,3.7,936,104,1139,8509,5126,0,22,600,Perfect snack for tea time.,positive
481,Haldirams Navratan Mix 750g,Health & Wellness,4.8,707,50.5,732,35381,3149,50,35,750,Stale and lacked freshness.,negative
482,Haldirams Pav Bhaji Ready Meal 350g,Savory & Savory_Snacks,4.4,698,87.25,975,24768,4954,200,15,350,Excellent quality for the price.,positive
483,Haldirams Moong Dal 900g,Ready-to-Eat,3.9,658,54.83,955,11769,5806,0,5,900,Loved the taste and freshness.,positive
484,Haldirams Chana Choor 300g,Roasted Snacks,4.9,450,45,476,26350,1315,0,5,300,Perfect snack for tea time.,positive
485,Haldirams Puri 150g,Savory & Savory_Snacks,5,961,80.08,1194,33929,7671,0,35,150,Loved the taste and freshness.,positive
486,Haldirams Dal Tadka with Rice 700g,Ready-to-Eat,4,647,35.94,751,36388,3026,10,5,700,Packaging was fine.,positive
487,Haldirams Aloo Bhujia 250g,Namkeen,5,205,25.62,276,24195,381,0,28,250,Packaging was fine.,positive
488,Haldirams Besan Ladoo 750g,Sweets & Desserts,3.6,661,33.05,958,23261,4857,0,35,750,Stale and lacked freshness.,negative
489,Haldirams Navratan Mix 1kg,Health & Wellness,4.5,514,102.8,530,21794,3841,0,20,1000,Crispy and full of flavor.,positive
490,Haldirams Motichoor Ladoo 450g,Sweets & Desserts,4.8,464,38.67,720,21261,382,25,20,450,Crispy and full of flavor.,positive
491,Haldirams Peda 1kg,Sweets & Desserts,4,399,30.69,446,23366,4718,50,5,1000,Too salty and oily.,neutral
492,Haldirams Trail Mix 100g,Health & Wellness,3.6,934,93.4,1126,32179,7825,0,10,100,Loved the taste and freshness.,positive
493,Haldirams Quinoa Puffs 1kg,Savory & Savory_Snacks,4,347,20.41,531,32611,6062,0,25,1000,"It's okay, not too bad.",negative
494,Haldirams Kachori 450g,Savory & Savory_Snacks,3.9,745,41.39,879,14067,7537,50,40,450,Packaging was fine.,positive
495,Haldirams Aloo Bhujia 100g,Namkeen,4.5,639,35.5,662,49282,7077,0,10,100,Very disappointed with the quality.,negative
496,Haldirams Chole Kulche Ready Pack 800g,Ready-to-Eat,3.8,976,97.6,1273,38621,5558,25,5,800,Perfect snack for tea time.,positive
497,Haldirams Mysore Pak 350g,Savory & Savory_Snacks,3.6,1059,81.46,1242,5177,1889,0,10,350,Loved the taste and freshness.,positive
498,Haldirams Khakhra 450g,Savory & Savory_Snacks,4.1,889,49.39,1141,38032,3049,0,12,450,Perfect snack for tea time.,positive
499,Haldirams Aloo Bhujia 700g,Namkeen,4.2,220,31.43,436,4227,709,0,12,700,Loved the taste and freshness.,positive
500,Haldirams Oats Mixture 350g,Namkeen,3.6,510,31.88,707,42737,3000,0,25,350,Crispy and full of flavor.,positive
501,Haldirams Dodha Burfi 350g,Sweets & Desserts,4,866,50.94,1130,29816,5177,200,25,350,Loved the taste and freshness.,positive
502,Haldirams Jeera Biscuits 750g,Savory & Savory_Snacks,4.1,50,2.5,252,31863,667,50,35,750,Crispy and full of flavor.,positive
503,Haldirams Masala Peanuts 250g,Spicy Snacks,3.7,985,57.94,1071,10126,4805,0,10,250,"Average product, nothing special.",positive
504,Haldirams Puri 750g,Savory & Savory_Snacks,4.7,1121,124.56,1415,4510,4782,50,18,750,"It's okay, not too bad.",negative
505,Haldirams Namkeen Mixture 450g,Namkeen,4.4,491,54.56,570,32594,1451,10,10,450,Excellent quality for the price.,positive
506,Haldirams Roasted Chana 400g,Spicy Snacks,4.6,394,78.8,567,41783,1666,100,18,400,Excellent quality for the price.,positive
507,Haldirams Nankhatai 400g,Savory & Savory_Snacks,4.5,386,21.44,484,17132,5362,50,25,400,Excellent quality for the price.,positive
508,Haldirams Mini Samosa 1kg,Ready-to-Eat,4.4,128,9.14,318,32806,238,0,30,1000,Packaging was fine.,positive
509,Haldirams Festival Assortment Pack 400g,Gift Hampers,3.6,357,51,533,46827,4464,0,0,400,Crispy and full of flavor.,positive
510,Haldirams Soan Papdi 450g,Sweets & Desserts,3.6,1194,199,1295,213,5045,0,28,450,Excellent quality for the price.,positive
511,Haldirams Sev 200g,Namkeen,3.9,697,43.56,935,44063,1294,10,25,200,Would not recommend to others.,neutral
512,Haldirams Choco Chip Cookies 1kg,Baked Snacks,4,191,17.36,309,34041,7268,0,5,1000,Excellent quality for the price.,positive
513,Haldirams Motichoor Ladoo 800g,Sweets & Desserts,3.7,1119,139.88,1405,17926,3041,25,10,800,Crispy and full of flavor.,positive
514,Haldirams Puri 900g,Savory & Savory_Snacks,3.9,884,68,1051,27940,3138,0,0,900,Excellent quality for the price.,positive
515,Haldirams Oats Mixture 700g,Namkeen,4.9,366,26.14,446,13863,3847,0,12,700,Excellent quality for the price.,positive
516,Haldirams Trail Mix 15kg,Health & Wellness,4.7,907,60.47,988,31388,4877,0,25,1500,"Average product, nothing special.",positive
517,Haldirams Moong Dal 100g,Ready-to-Eat,4.3,1125,187.5,1128,45710,2582,0,7,100,Perfect snack for tea time.,positive
518,Haldirams Rusk 350g,Baked Snacks,4.2,228,17.54,422,43372,887,0,30,350,Very tasty and well-packed.,positive
519,Haldirams Rasgulla 800g,Sweets & Desserts,4.6,186,15.5,356,45991,2580,100,30,800,Stale and lacked freshness.,negative
520,Haldirams Sweet and Namkeen Combo 300g,Gift Hampers,4.7,98,6.53,372,16140,1362,0,12,300,Excellent quality for the price.,positive
521,Haldirams Peda 300g,Sweets & Desserts,4.5,826,137.67,857,46273,7385,25,15,300,"Average product, nothing special.",positive
522,Haldirams Papad 1kg,Savory & Savory_Snacks,4.7,626,89.43,743,27531,6767,0,22,1000,Stale and lacked freshness.,negative
523,Haldirams Roasted Chana 300g,Spicy Snacks,3.6,1153,57.65,1310,13224,3473,0,18,300,Crispy and full of flavor.,positive
524,Haldirams Trail Mix 400g,Health & Wellness,3.5,950,190,1142,45148,6501,25,12,400,Neither great nor bad.,positive
525,Haldirams Motichoor Ladoo 250g,Sweets & Desserts,4.1,143,8.94,204,7488,7421,0,18,250,Perfect snack for tea time.,positive
526,Haldirams Motichoor Ladoo 300g,Sweets & Desserts,4.5,395,26.33,401,31681,865,25,25,300,Packaging was fine.,positive
527,Haldirams Mini Samosa 150g,Ready-to-Eat,4.7,342,20.12,583,43508,7559,0,0,150,Loved the taste and freshness.,positive
528,Haldirams Gulab Jamun 100g,Sweets & Desserts,4.7,358,59.67,515,35273,5909,25,15,100,Not worth the money.,negative
529,Haldirams Chana Choor 750g,Roasted Snacks,4.4,558,69.75,599,26388,6425,0,20,750,Loved the taste and freshness.,positive
530,Haldirams Festival Assortment Pack 200g,Gift Hampers,4.8,705,117.5,953,26438,4493,0,30,200,Loved the taste and freshness.,positive
531,Haldirams Motichoor Ladoo 15kg,Sweets & Desserts,4.9,945,55.59,1024,8433,5616,0,12,1500,Perfect snack for tea time.,positive
532,Haldirams Mysore Pak 750g,Savory & Savory_Snacks,4.9,104,10.4,172,3915,4739,200,7,750,Loved the taste and freshness.,positive
533,Haldirams Mysore Pak 1kg,Savory & Savory_Snacks,3.6,1053,52.65,1094,697,570,0,40,1000,Very tasty and well-packed.,positive
534,Haldirams Choco Chip Cookies 450g,Baked Snacks,3.9,181,20.11,436,1945,1479,10,40,450,Very tasty and well-packed.,positive
535,Haldirams Soan Papdi 1kg,Sweets & Desserts,4.6,1157,115.7,1378,19490,2188,0,10,1000,Can try once.,neutral
536,Haldirams Paneer Tikka Wrap 800g,Ready-to-Eat,4.6,344,38.22,517,16236,3669,200,25,800,Very tasty and well-packed.,positive
537,Haldirams Aloo Bhujia 350g,Namkeen,4.6,983,65.53,1098,6656,2267,25,15,350,Crispy and full of flavor.,positive
538,Haldirams Gulab Jamun 400g,Sweets & Desserts,3.8,286,17.88,335,15195,1510,0,25,400,Can try once.,neutral
539,Haldirams Butter Cookies 15kg,Baked Snacks,3.7,574,28.7,839,2589,4390,0,22,1500,Excellent quality for the price.,positive
540,Haldirams Chole Kulche Ready Pack 750g,Ready-to-Eat,3.9,187,11,215,40430,6852,0,12,750,Excellent quality for the price.,positive
541,Haldirams Kachori 250g,Savory & Savory_Snacks,4.1,1073,134.12,1208,23980,6100,0,5,250,Loved the taste and freshness.,positive
542,Haldirams Choco Chip Cookies 100g,Baked Snacks,3.6,748,44,1013,42242,3613,10,12,100,Very tasty and well-packed.,positive
543,Haldirams Choco Chip Cookies 350g,Baked Snacks,4.8,487,48.7,491,36331,509,0,12,350,"It's okay, not too bad.",negative
544,Haldirams Festival Assortment Pack 600g,Gift Hampers,4.3,306,30.6,517,33708,5898,25,20,600,Neither great nor bad.,positive
545,Haldirams Soan Papdi 300g,Sweets & Desserts,4.3,929,154.83,1214,12462,7941,100,15,300,Crispy and full of flavor.,positive
546,Haldirams Multigrain Chips 200g,Namkeen,4.3,142,11.83,359,38106,6106,200,7,200,Would not recommend to others.,neutral
547,Haldirams Dry Fruit Gift Pack 15kg,Gift Hampers,4.4,208,17.33,477,42792,4988,50,12,1500,Would not recommend to others.,neutral
548,Haldirams Roasted Chana 750g,Spicy Snacks,3.5,276,27.6,353,20773,6741,25,12,750,Perfect snack for tea time.,positive
549,Haldirams Moong Dal 350g,Ready-to-Eat,4.4,471,26.17,767,22087,4849,50,18,350,Would not recommend to others.,neutral
550,Haldirams Badam Halwa 150g,Sweets & Desserts,3.7,130,8.12,160,40759,3718,0,15,150,Packaging was fine.,positive
551,Haldirams Butter Cookies 700g,Baked Snacks,3.5,1095,219,1144,22973,5872,0,12,700,Perfect snack for tea time.,positive
552,Haldirams Rasgulla 150g,Sweets & Desserts,4.9,1158,105.27,1411,45075,349,0,10,150,Perfect snack for tea time.,positive
553,Haldirams Gulab Jamun 250g,Sweets & Desserts,3.5,1118,111.8,1239,31357,4836,25,5,250,Perfect snack for tea time.,positive
554,Haldirams Puri 450g,Savory & Savory_Snacks,3.6,448,49.78,624,13480,554,200,15,450,Perfect snack for tea time.,positive
555,Haldirams Soan Papdi 500g,Sweets & Desserts,4.6,357,18.79,439,12729,202,0,12,500,Crispy and full of flavor.,positive
556,Haldirams Rusk 1kg,Baked Snacks,3.8,391,23,513,27338,7026,0,18,1000,"Average product, nothing special.",positive
557,Haldirams Nankhatai 200g,Savory & Savory_Snacks,3.7,715,47.67,874,37155,600,50,22,200,Too salty and oily.,neutral
558,Haldirams Choco Chip Cookies 500g,Baked Snacks,4.1,806,47.41,1090,12704,4208,0,22,500,Crispy and full of flavor.,positive
559,Haldirams Khakhra 15kg,Savory & Savory_Snacks,4.6,865,78.64,1158,40953,2983,100,0,1500,Excellent quality for the price.,positive
560,Haldirams Digestive Biscuits 1kg,Savory & Savory_Snacks,4.6,396,39.6,641,16169,6578,25,30,1000,Perfect snack for tea time.,positive
561,Haldirams Multigrain Chips 12kg,Namkeen,4.4,659,65.9,926,18029,6854,0,22,1200,Crispy and full of flavor.,positive
562,Haldirams Multigrain Chips 400g,Namkeen,3.8,577,82.43,806,49266,3519,0,12,400,Excellent quality for the price.,positive
563,Haldirams Milk Cake 600g,Savory & Savory_Snacks,4,927,66.21,1210,10441,6523,200,5,600,Packaging was fine.,positive
564,Haldirams Sweet and Namkeen Combo 1kg,Gift Hampers,4.5,151,21.57,169,17634,7898,25,0,1000,Excellent quality for the price.,positive
565,Haldirams Rasgulla 500g,Sweets & Desserts,4.9,622,31.1,662,3325,6294,50,30,500,Very disappointed with the quality.,negative
566,Haldirams Kaju Katli 350g,Sweets & Desserts,4.5,426,42.6,513,38374,476,0,18,350,Perfect snack for tea time.,positive
567,Haldirams Chole Kulche Ready Pack 450g,Ready-to-Eat,4.3,760,38,853,44399,474,50,7,450,Packaging was fine.,positive
568,Haldirams Gulab Jamun 300g,Sweets & Desserts,4.4,992,141.71,1041,10702,7028,0,0,300,Crispy and full of flavor.,positive
569,Haldirams Chivda 100g,Savory & Savory_Snacks,4.9,525,32.81,820,10006,808,0,12,100,Loved the taste and freshness.,positive
570,Haldirams Butter Cookies 750g,Baked Snacks,4.7,890,68.46,949,18713,4383,0,18,750,Loved the taste and freshness.,positive
571,Haldirams Choco Chip Cookies 600g,Baked Snacks,4,1035,79.62,1297,40262,1242,0,25,600,Excellent quality for the price.,positive
572,Haldirams Jeera Biscuits 150g,Savory & Savory_Snacks,4.4,70,7.78,235,30085,1735,10,7,150,Loved the taste and freshness.,positive
573,Haldirams Chole Kulche Ready Pack 12kg,Ready-to-Eat,4.6,1145,143.12,1425,21966,7984,0,28,1200,Not worth the money.,negative
574,Haldirams Namkeen Mixture 600g,Namkeen,4.8,913,114.12,1193,43805,1253,0,0,600,Loved the taste and freshness.,positive
575,Haldirams Roasted Chana 900g,Spicy Snacks,3.5,742,92.75,873,34662,1154,10,30,900,Perfect snack for tea time.,positive
576,Haldirams Motichoor Ladoo 750g,Sweets & Desserts,5,310,25.83,322,27808,1966,10,35,750,"It's okay, not too bad.",negative
577,Haldirams Jeera Biscuits 700g,Savory & Savory_Snacks,3.7,346,28.83,371,34916,3188,0,35,700,Excellent quality for the price.,positive
578,Haldirams Khakhra 900g,Savory & Savory_Snacks,4.9,266,19,468,18715,5929,0,25,900,Crispy and full of flavor.,positive
579,Haldirams Milk Cake 150g,Savory & Savory_Snacks,4.7,322,26.83,510,36955,2904,200,0,150,Loved the taste and freshness.,positive
580,Haldirams Nankhatai 700g,Savory & Savory_Snacks,4.8,958,63.87,1225,6659,1210,0,25,700,"Average product, nothing special.",positive
581,Haldirams Mysore Pak 250g,Savory & Savory_Snacks,3.5,145,14.5,345,9782,2914,10,22,250,Perfect snack for tea time.,positive
582,Haldirams Gulab Jamun 500g,Sweets & Desserts,4.4,81,9,275,44845,3442,0,15,500,Loved the taste and freshness.,positive
583,Haldirams Oats Mixture 150g,Namkeen,4,626,125.2,815,36240,3088,25,20,150,Perfect snack for tea time.,positive
584,Haldirams Nankhatai 300g,Savory & Savory_Snacks,3.7,1191,170.14,1295,5083,7580,200,35,300,Would not recommend to others.,neutral
585,Haldirams Motichoor Ladoo 700g,Sweets & Desserts,5,1105,184.17,1317,45993,5791,50,22,700,Would not recommend to others.,neutral
586,Haldirams Moong Dal Halwa 600g,Ready-to-Eat,4.9,69,13.8,231,9499,4418,10,10,600,"It's okay, not too bad.",negative
587,Haldirams Papad 300g,Savory & Savory_Snacks,3.7,1033,60.76,1163,22660,7912,0,28,300,"It's okay, not too bad.",negative
588,Haldirams Protein Mix 350g,Health & Wellness,3.8,1146,104.18,1227,41938,1535,0,35,350,Very disappointed with the quality.,negative
589,Haldirams Digestive Biscuits 100g,Savory & Savory_Snacks,3.6,302,33.56,484,40203,44,0,28,100,Perfect snack for tea time.,positive
590,Haldirams Moong Dal Halwa 250g,Ready-to-Eat,3.6,887,88.7,918,48422,6681,0,5,250,Perfect snack for tea time.,positive
591,Haldirams Chole Kulche Ready Pack 100g,Ready-to-Eat,5,837,76.09,985,1817,5216,100,12,100,"It's okay, not too bad.",negative
592,Haldirams Badam Halwa 100g,Sweets & Desserts,4.4,1186,169.43,1212,46445,2312,10,35,100,Loved the taste and freshness.,positive
593,Haldirams Navratan Mix 100g,Health & Wellness,3.9,1027,93.36,1063,41613,1064,0,20,100,Can try once.,neutral
594,Haldirams Sweet and Namkeen Combo 150g,Gift Hampers,4.6,1006,111.78,1016,6058,6454,0,40,150,Very tasty and well-packed.,positive
595,Haldirams Dry Fruit Gift Pack 500g,Gift Hampers,4.7,933,62.2,991,1200,3712,25,40,500,Very tasty and well-packed.,positive
596,Haldirams Kaju Katli 1kg,Sweets & Desserts,4.9,357,32.45,575,8125,6348,25,12,1000,"It's okay, not too bad.",negative
597,Haldirams Besan Ladoo 15kg,Sweets & Desserts,3.6,283,56.6,481,27403,3901,0,40,1500,Very tasty and well-packed.,positive
598,Haldirams Papad 15kg,Savory & Savory_Snacks,4.7,1065,96.82,1239,19289,1209,100,40,1500,Neither great nor bad.,positive
599,Haldirams Paneer Tikka Wrap 15kg,Ready-to-Eat,4.1,433,54.12,603,41786,7914,0,0,1500,Loved the taste and freshness.,positive
600,Haldirams Protein Mix 15kg,Health & Wellness,4.1,757,94.62,780,29414,5248,0,30,1500,Excellent quality for the price.,positive
601,Haldirams Mini Samosa 450g,Ready-to-Eat,4.2,1138,66.94,1253,46475,5052,100,28,450,"It's okay, not too bad.",negative
602,Haldirams Navratan Mix 200g,Health & Wellness,4.8,1025,205,1256,226,5116,25,35,200,Would not recommend to others.,neutral
603,Haldirams Rasgulla 250g,Sweets & Desserts,4.9,312,15.6,389,39623,4288,25,15,250,Can try once.,neutral
604,Haldirams Dry Fruit Gift Pack 300g,Gift Hampers,3.8,483,69,544,8790,1241,0,40,300,"It's okay, not too bad.",negative
605,Haldirams Masala Chips 15kg,Spicy Snacks,4.4,417,46.33,466,2266,6695,10,12,1500,Too salty and oily.,neutral
606,Haldirams Jeera Biscuits 900g,Savory & Savory_Snacks,4,1107,110.7,1364,14439,6950,0,20,900,Very tasty and well-packed.,positive
607,Haldirams Festival Assortment Pack 300g,Gift Hampers,3.6,921,153.5,1179,23362,3421,25,0,300,Excellent quality for the price.,positive
608,Haldirams Paneer Tikka Wrap 400g,Ready-to-Eat,3.9,1157,192.83,1291,48095,189,0,40,400,Crispy and full of flavor.,positive
609,Haldirams Festival Assortment Pack 700g,Gift Hampers,4.8,746,43.88,752,12411,3667,50,25,700,Very tasty and well-packed.,positive
610,Haldirams Coconut Burfi 750g,Sweets & Desserts,4.5,56,6.22,183,14653,3579,0,28,750,Loved the taste and freshness.,positive
611,Haldirams Khakhra 12kg,Savory & Savory_Snacks,4.2,441,23.21,609,23977,5363,0,18,1200,Crispy and full of flavor.,positive
612,Haldirams Quinoa Puffs 100g,Savory & Savory_Snacks,3.5,963,53.5,1031,19282,7913,50,22,100,"Average product, nothing special.",positive
613,Haldirams Jeera Biscuits 300g,Savory & Savory_Snacks,4.7,1095,73,1328,23422,2489,200,5,300,Excellent quality for the price.,positive
614,Haldirams Paneer Tikka Wrap 200g,Ready-to-Eat,4.6,1170,65,1456,25483,6870,0,22,200,Would not recommend to others.,neutral
615,Haldirams Sweet and Namkeen Combo 700g,Gift Hampers,3.7,494,82.33,599,3404,6640,50,0,700,Stale and lacked freshness.,negative
616,Haldirams Multigrain Chips 350g,Namkeen,4.8,848,84.8,1050,37722,5417,100,0,350,Not worth the money.,negative
617,Haldirams Gulab Jamun 750g,Sweets & Desserts,3.6,1050,58.33,1090,16914,2232,0,22,750,Crispy and full of flavor.,positive
618,Haldirams Butter Cookies 250g,Baked Snacks,4.7,585,29.25,715,25280,2475,0,18,250,Stale and lacked freshness.,negative
619,Haldirams Bhujia 150g,Namkeen,4,1167,83.36,1312,15907,1820,200,40,150,Very disappointed with the quality.,negative
620,Haldirams Moong Dal 250g,Ready-to-Eat,4.8,141,7.83,201,14502,1404,10,20,250,Very tasty and well-packed.,positive
621,Haldirams Besan Ladoo 12kg,Sweets & Desserts,4.9,820,68.33,999,2254,460,25,12,1200,"Average product, nothing special.",positive
622,Haldirams Nankhatai 800g,Savory & Savory_Snacks,3.9,127,7.47,342,12010,6258,25,25,800,"It's okay, not too bad.",negative
623,Haldirams Peda 500g,Sweets & Desserts,4.6,96,4.8,250,9516,5209,50,10,500,Very tasty and well-packed.,positive
624,Haldirams Mysore Pak 600g,Savory & Savory_Snacks,4.1,69,4.06,73,25519,149,0,15,600,Would not recommend to others.,neutral
625,Haldirams Dodha Burfi 100g,Sweets & Desserts,4.4,917,91.7,939,45172,6295,100,30,100,"It's okay, not too bad.",negative
626,Haldirams Nankhatai 12kg,Savory & Savory_Snacks,5,932,46.6,1088,13187,5152,10,5,1200,Can try once.,neutral
627,Haldirams Multigrain Chips 250g,Namkeen,3.7,436,31.14,553,33172,896,10,25,250,Crispy and full of flavor.,positive
628,Haldirams Coconut Burfi 800g,Sweets & Desserts,4.8,943,85.73,998,14760,647,0,5,800,Loved the taste and freshness.,positive
629,Haldirams Rusk 400g,Baked Snacks,4.2,1106,73.73,1251,9953,141,0,20,400,Perfect snack for tea time.,positive
630,Haldirams Sev 750g,Namkeen,4.8,365,33.18,589,5145,7544,200,20,750,Packaging was fine.,positive
631,Haldirams Masala Peanuts 1kg,Spicy Snacks,3.7,453,56.62,737,13803,863,0,12,1000,Loved the taste and freshness.,positive
632,Haldirams Masala Chips 100g,Spicy Snacks,4,707,54.38,911,36800,6808,10,40,100,Perfect snack for tea time.,positive
633,Haldirams Butter Cookies 300g,Baked Snacks,4.3,145,14.5,209,5904,2839,0,30,300,Excellent quality for the price.,positive
634,Haldirams Trail Mix 150g,Health & Wellness,3.8,53,4.08,316,9725,7433,0,10,150,Perfect snack for tea time.,positive
635,Haldirams Papad 900g,Savory & Savory_Snacks,3.9,472,94.4,691,14850,2009,200,35,900,"It's okay, not too bad.",negative
636,Haldirams Badam Halwa 200g,Sweets & Desserts,4.5,946,72.77,1204,1617,2796,0,35,200,Perfect snack for tea time.,positive
637,Haldirams Moong Dal Halwa 15kg,Ready-to-Eat,3.6,1116,62,1414,17611,6041,100,40,1500,Crispy and full of flavor.,positive
638,Haldirams Roasted Chana 800g,Spicy Snacks,4.4,962,192.4,1114,39454,4605,50,20,800,Can try once.,neutral
639,Haldirams Mathri 800g,Savory & Savory_Snacks,4.1,961,192.2,1250,20591,905,200,22,800,Stale and lacked freshness.,negative
640,Haldirams Papad 750g,Savory & Savory_Snacks,3.7,425,60.71,557,6259,1297,10,18,750,Not worth the money.,negative
641,Haldirams Masala Chips 150g,Spicy Snacks,3.7,338,48.29,536,11638,3882,100,30,150,Too salty and oily.,neutral
642,Haldirams Papad 250g,Savory & Savory_Snacks,3.8,644,71.56,847,23907,4797,200,28,250,"It's okay, not too bad.",negative
643,Haldirams Chana Choor 400g,Roasted Snacks,3.5,431,61.57,606,28746,7545,0,12,400,Very tasty and well-packed.,positive
644,Haldirams Bhujia 100g,Namkeen,3.7,1002,62.62,1106,34302,7137,10,18,100,Very tasty and well-packed.,positive
645,Haldirams Puri 800g,Savory & Savory_Snacks,4.9,244,12.84,536,10693,1035,25,20,800,Perfect snack for tea time.,positive
646,Haldirams Sev 100g,Namkeen,4.9,169,10.56,252,22784,4256,0,18,100,Loved the taste and freshness.,positive
647,Haldirams Mini Samosa 15kg,Ready-to-Eat,3.7,124,11.27,133,36279,4450,10,7,1500,Stale and lacked freshness.,negative
648,Haldirams Jeera Biscuits 600g,Savory & Savory_Snacks,4.9,705,70.5,985,549,3718,0,18,600,Packaging was fine.,positive
649,Haldirams Masala Chips 600g,Spicy Snacks,4.9,179,9.42,235,18150,7325,10,22,600,Crispy and full of flavor.,positive
650,Haldirams Multigrain Chips 900g,Namkeen,4,1075,215,1213,27144,5425,0,18,900,Perfect snack for tea time.,positive
651,Haldirams Trail Mix 200g,Health & Wellness,4.1,438,54.75,572,17825,1614,25,5,200,Crispy and full of flavor.,positive
652,Haldirams Roasted Chana 15kg,Spicy Snacks,4.1,958,63.87,1002,19034,1303,0,30,1500,Excellent quality for the price.,positive
653,Haldirams Multigrain Chips 15kg,Namkeen,4,200,15.38,500,12888,5734,0,15,1500,Can try once.,neutral
654,Haldirams Besan Ladoo 350g,Sweets & Desserts,4.1,831,51.94,944,20921,7833,0,25,350,Stale and lacked freshness.,negative
655,Haldirams Rusk 15kg,Baked Snacks,3.6,967,87.91,1001,25921,5542,100,30,1500,Perfect snack for tea time.,positive
656,Haldirams Masala Peanuts 750g,Spicy Snacks,4.1,55,9.17,208,32999,4819,100,40,750,Perfect snack for tea time.,positive
657,Haldirams Roasted Chana 350g,Spicy Snacks,4.2,77,6.42,219,48181,7054,0,0,350,Neither great nor bad.,positive
658,Haldirams Coconut Burfi 450g,Sweets & Desserts,4.8,505,28.06,581,49795,5262,100,0,450,Neither great nor bad.,positive
659,Haldirams Chivda 750g,Savory & Savory_Snacks,3.7,1113,58.58,1206,10697,7784,50,15,750,Loved the taste and freshness.,positive
660,Haldirams Bhujia 12kg,Namkeen,4.4,1177,196.17,1459,7760,5206,0,12,1200,Crispy and full of flavor.,positive
661,Haldirams Dal Tadka with Rice 150g,Ready-to-Eat,4.3,600,120,839,7487,2924,0,25,150,Excellent quality for the price.,positive
662,Haldirams Trail Mix 450g,Health & Wellness,4.6,964,60.25,1191,20763,5796,10,28,450,Excellent quality for the price.,positive
663,Haldirams Chole Kulche Ready Pack 250g,Ready-to-Eat,3.8,267,14.05,562,45991,734,25,5,250,Packaging was fine.,positive
